CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1077241-32-AG22;3;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Loratadina 10 mg;;120.0;;14.0;0.0;1680.0
1077241-32-AG22;4;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Prednisona 5mg;;100.0;;16.0;0.0;1600.0
1077241-32-AG22;5;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Omeprazol 20mg;;1000.0;;17.0;0.0;17000.0
1077241-32-AG22;6;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Diclofenaco Sódico 50 mg;;1000.0;;17.0;0.0;17000.0
1077241-32-AG22;7;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Ciclobenzaprina Clorhidrato 10 mg;;600.0;;18.0;0.0;10800.0
1077241-32-AG22;8;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Gasa estéril 5 x 5 cm;;100.0;;19.0;0.0;1900.0
1077241-32-AG22;9;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Metamizol Sódico 300mg;;600.0;;20.0;0.0;12000.0
1077241-32-AG22;10;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Metoclopramida Clorhidrato 10 mg;;600.0;;21.0;0.0;12600.0
1077241-32-AG22;11;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Ibuprofeno 400 mg;;2000.0;;24.0;0.0;48000.0
1077241-32-AG22;12;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Ketorolaco 10 mg;;600.0;;24.0;0.0;14400.0
1077241-32-AG22;13;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Domperidona 10mg;;100.0;;25.0;0.0;2500.0
1077241-32-AG22;14;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Captopril 25mg;;600.0;;25.0;0.0;15000.0
1077241-32-AG22;15;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Loperamida 2mg;;120.0;;38.0;0.0;4560.0
1077241-32-AG22;16;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Hoja bisturí acero inoxidable n°22;;30.0;;47.0;0.0;1410.0
1077241-32-AG22;17;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Ciprofloxacino 500mg;;300.0;;50.0;0.0;15000.0
1077241-32-AG22;18;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Cloxacilina 500mg;;600.0;;70.0;0.0;42000.0
1077241-32-AG22;19;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Jeringa 5 cc 21G x 1 1/2;;100.0;;76.0;0.0;7600.0
1077241-32-AG22;20;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Jeringa 10 cc 21G x 1 1/2;;100.0;;96.0;0.0;9600.0
1077241-32-AG22;21;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Amoxicilina + Ác. Clavulánico 500/125 mg;;200.0;;131.0;0.0;26200.0
1077241-32-AG22;22;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Jeringa 20 cc sin aguja;;100.0;;141.0;0.0;14100.0
1077241-32-AG22;23;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Hoja bisturí acero inoxidable n°22 con mango;;30.0;;147.0;0.0;4410.0
1077241-32-AG22;24;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Gasa estéril 10 x 10 cm;;100.0;;169.0;0.0;16900.0
1077241-32-AG22;25;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Clotrimazol Crema 1% 20 g;Clotrimazol Crema 1% 20 g;50.0;;266.0;0.0;13300.0
1077241-32-AG22;26;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Sales Rehidratantes 90 meq/1lt;Sales Rehidratantes 90 meq/1lt;50.0;;293.0;0.0;14650.0
1077241-32-AG22;27;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Fluconazol 150 mg;Fluconazol 150 mg;100.0;;361.0;0.0;36100.0
1077241-32-AG22;28;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;"Mariposa 21 G x 3/4""";"Mariposa 21 G x 3/4""";50.0;;415.0;0.0;20750.0
1077241-32-AG22;29;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Betametasona Crema 0.05 % 15 g;;50.0;;488.0;0.0;24400.0
1077241-32-AG22;30;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Penicilina Benzatina 1.200.000 UI;;50.0;;585.0;0.0;29250.0
1077241-32-AG22;31;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Test de embarazo;;20.0;;611.0;0.0;12220.0
1077241-32-AG22;32;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Gentamicina Sol. Oftálmica 0,3%;;50.0;;693.0;0.0;34650.0
1077241-32-AG22;33;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Ketoconazol crema 2%;;50.0;;720.0;0.0;36000.0
1077241-32-AG22;34;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Betametasona 4 mg/1 ml;;100.0;;976.0;0.0;97600.0
1077241-32-AG22;35;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Diclofenaco Sódico 75 mg/3 ml;;50.0;;1624.0;0.0;81200.0
1077241-32-AG22;36;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Hidrogel tubo 15 grs;;20.0;;2669.0;0.0;53380.0
1077241-32-AG22;37;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Viadil Compuesto 5 ml ( Pargeverina 5mg + Metamizol 300mg) gotas;;50.0;;3376.0;0.0;168800.0
1077241-32-AG22;38;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Bromuro de Ipatropio Aerosol 20mcg/dosis	inahalador;;30.0;;3900.0;0.0;117000.0
1077241-32-AG22;39;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Salbutamol Aerosol 100mcg/dosis Inhalador;;50.0;;6572.0;0.0;328600.0
1057532-1056-SE22;1;93151500;Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Administración y finanzas públicas / Administración pública;93151507;Procedimientos o servicios administrativos;Carga de tarjetas de alimentación Mayo 2022//valor de recarga $34.248.786.- Descuento del 5.9% $2.020.658.-;Carga de tarjetas de alimentación Mayo 2022/;1.0;;27082173.0;0.0;27082173.0
1057532-988-SE22;1;76121900;Servicios de limpieza industrial / Eliminación y tratamiento de desechos / Eliminación de residuos peligrosos;76121901;Eliminación de residuos médicos;Servicio de Manejo, Retiro, Transporte y Disposición Final de Residuos Peligrosos/COSAM RAHUE/Junio 2022;Servicio de Manejo, Retiro, Transporte y Disposición Final de Residuos Peligrosos y Especiales para los Establecimientos de la Red del Servicio de Salud Osorno.;2.0;;850.0;0.0;1700.0
1057532-988-SE22;2;76121900;Servicios de limpieza industrial / Eliminación y tratamiento de desechos / Eliminación de residuos peligrosos;76121901;Eliminación de residuos médicos;Servicio de Manejo, Retiro, Transporte y Disposición Final de Residuos Especiales/COSAM RAHUE/Junio 2022;Servicio de Manejo, Retiro, Transporte y Disposición Final de Residuos Peligrosos y Especiales para los Establecimientos de la Red del Servicio de Salud Osorno.;3.3;;1350.0;0.0;4455.0
1057532-1001-AG22;1;43232300;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de consultas y gestión de datos;43232307;Software de extracción de datos;Licencia Software por un periodo de 12 meses;;1.0;;1271101.0;0.0;1271101.0
1077241-39-AG22;1;41112200;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos para medir temperatura y calor;41112213;Termómetros de mano;TERMOMETRO DIGITAL / SEGUN DETALLE ADJUNTO;TERMOMETRO DIGITAL / TERMOMETRO INFRARROJO PROFESSIONAL FTW01;4.0;;17800.0;0.0;71200.0
1077241-39-AG22;2;42181800;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Oxímetros de pulso;42181801;Unidades de oxímetros de pulso;SATUROMETRO / SEGUN DETALLE ADJUNTO;SATUROMETRO / OXIMETRO DE PULSO EUR-300;2.0;;20000.0;0.0;40000.0
1077241-39-AG22;3;42182100;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Estetoscopio y artículos relacionados;42182103;Estetoscopio mecánico o accesorios;FONENDOSCOPIO / SEGUN DETALLE ADJUNTO;FONENDOSCOPIO / ESTETOSCOPIO DOBLE CAMPANA;2.0;;22000.0;0.0;44000.0
1077241-39-AG22;4;42181600;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de presión sanguínea y productos relacionados;42181608;Accesorios de instrumental de medición de la tensi;ESFIGMOMANOMETRO DIGITAL / SEGUN DETALLE ADJUNTO;ESFIGMOMANOMETRO DIGITAL / TOMA PRESION DIGITAL ANTEBRAZO DIGITAL LINEA EURO-300;3.0;;25990.0;0.0;77970.0
1077241-39-AG22;5;42182000;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Espéculos y accesorios para auscultación médica;42182005;Oftalmoscopios o otoscopios o juegos de scopios;OTOSCOPIO / SEGUN DETALLE ADJUNTO;OTOSCOPIO / SOLINGEN;1.0;;55900.0;0.0;55900.0
1057532-1002-AG22;1;60105200;Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Materiales, artículos y suministros didácticos profesionales y para el desarrollo personal / Recursos materiales educativos de aptitudes;60105202;Materiales educativos de aptitudes de estudio;MATERIALES PARA TALLER;MATERIALES PARA TALLER;1.0;;566921.0;0.0;566921.0
1057532-954-AG22;1;42241500;Equipamiento y suministros médicos / Productos medicinales para deportes, prostéticos y ortopédicos / Suministros para enyesado y entablillado;42241507;Sistemas de férulas ortopédicas;KIT DE FERULA SAM SPLINT 91.4 CM PEDIATRICA;KIT DE FERULA SAM SPLINT 91.4 CM PEDIATRICA;6.0;;10792.0;0.0;64752.0
1057532-954-AG22;2;42241500;Equipamiento y suministros médicos / Productos medicinales para deportes, prostéticos y ortopédicos / Suministros para enyesado y entablillado;42241507;Sistemas de férulas ortopédicas;KIT DE FERULAS SEMI RIGIDAS ADULTO 6 PIEZAS CON BOLSO;KIT DE FERULAS SEMI RIGIDAS ADULTO 6 PIEZAS CON BOLSO;10.0;;55000.0;0.0;550000.0
1057532-1035-SE22;1;43211500;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;43211507;Computadores de escritorio;(1589654) ALL IN ONE HP PROONE 400 G4 / ARRIENDO 36 MESES / 1591552//;(1589654) ALL IN ONE HP PROONE 400 G4 / ARRIENDO 36 MESES / 1591552 - CUOTA 33/36;12.0;;35.09;0.0;421.08000000000004
1057532-1007-SE22;1;78180100;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la t;MANTENCIÓN PREVENTIVA AMB. MB SPRINTER 314 CDI, PPU: PC.VF-21 - OT 203563837 // 22.06.002.002 // 69-LQ20;Convenio de Servicios de Mantención Preventiva y/o correctiva para vehículos Mercedes-Benz del Servicio de Salud Osorno y Hospitales Periféricos.;1.0;;1976263.0;0.0;1976263.0
1057532-978-CM22;1;0;;0;ENDULZANTE COMPRIMIDO DAILY STEVIA 110 TABLETAS DISPLAY UNIDAD X REGION;(1485474) ENDULZANTE COMPRIMIDO DAILY STEVIA 110 TABLETAS DISPLAY UNIDAD X REGION;(1485474) ENDULZANTE COMPRIMIDO DAILY STEVIA 110 TABLETAS DISPLAY UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;4000.0;;924.0;0.0;3696000.0
1057532-1003-AG22;1;42192000;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192002;Accesorios de mesas de examen o de procedimiento p;TOALLITAS ANTISEPTICAS CAJA 200 UNIDADES;TOALLITAS ANTISEPTICAS CAJA 200 UNIDADES;12.0;;3990.0;0.0;47880.0
1057532-1003-AG22;2;42192000;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192002;Accesorios de mesas de examen o de procedimiento p;AGUJA 21 G X1 CAJA 100 UNIDADES;;6.0;;4000.0;0.0;24000.0
1057532-1003-AG22;3;42192000;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192002;Accesorios de mesas de examen o de procedimiento p;AGUJA 21 G X 1,5 CAJA 100 UNIDADES;;6.0;;4000.0;0.0;24000.0
1057532-1003-AG22;4;42192000;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192002;Accesorios de mesas de examen o de procedimiento p;AGUJA 19 G X1 CAJA 100 UNIDADES;AGUJA 19 G X1 CAJA 100 UNIDADES;12.0;;4100.0;0.0;49200.0
1057532-1003-AG22;5;42192000;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192002;Accesorios de mesas de examen o de procedimiento p;JERINGA 3 CC CAGA 100 UNIDADES;;12.0;;8227.0;0.0;98724.0
1057532-1003-AG22;6;42192000;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192002;Accesorios de mesas de examen o de procedimiento p;CINTAS REACTIVAS HGT COMPATIBLE CON ACU-CHECK PERFORMA CAGA 25 UNIDADES;;12.0;;8990.0;0.0;107880.0
1057532-1003-AG22;7;42192000;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192002;Accesorios de mesas de examen o de procedimiento p;JERINGAS 5 CC CAJA 100 UNIDADES;JERINGAS 5 CC CAJA 100 UNIDADES;10.0;;9113.0;0.0;91130.0
1057532-1003-AG22;8;42192000;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Mesas de examen o procedimiento clínico;42192002;Accesorios de mesas de examen o de procedimiento p;SCALP 25 G 3/4 CAJA 50 UNIDADES;;12.0;;15714.0;0.0;188568.0
1057532-1054-AG22;1;31201500;Artículos de fabricación y producción / Cintas adhesivas y selladores / Cinta adhesiva;31201513;Cintas de seguridad no-resbalón;CINTAS ANTIDESLIZANTES / SEGUN DETALLE ADJUNTO;CINTAS ANTIDESLIZANTES 18mts x 5 cms;5.0;;11900.0;0.0;59500.0
1057532-1017-SE22;1;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271701;Cilindros de gas médicos o dispositivos relacionad;Recarga por Cilindro Particular 0,4 m3 de Oxígeno Gaseoso//Mes de Julio 2022;Convenio de Suministro de Oxígeno para la Red de Hospital de Baja Complejidad, mediana complejidad y SAMU dependientes del Servicio de Salud Osorno.;25.0;;2600.0;0.0;65000.0
1057532-1017-SE22;2;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271701;Cilindros de gas médicos o dispositivos relacionad;Flete por Cilindro Particular de 0,4 m3 //Mes de Julio 2022;Convenio de Suministro de Oxígeno para la Red de Hospital de Baja Complejidad, mediana complejidad y SAMU dependientes del Servicio de Salud Osorno.;25.0;;6800.0;0.0;170000.0
1077241-33-AG22;1;78111800;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;78111808;Arriendo de vehículos;Arriendo de Furgón con conductor por 6 días (lunes - miércoles y viernes, a contar del 18 al 29 de Julio 2022;;1.0;;360000.0;0.0;360000.0
1057532-975-SE22;1;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271701;Cilindros de gas médicos o dispositivos relacionad;CONVENIO DE SUMINISTRO DE OXIGENO PARA LA RED DE HOSPITALES DE BAJA COMPLEJIDAD, MEDIANA COMPLEJIDAD Y SAMU DEPENDIENTES DEL SERVICIO DE SALUD OSORNO//POR DIAS DE ARRIENDO DE CILINDROS MES DE JUNIO 2022 BASE SAMU.;Convenio de Suministro de Oxígeno para la red de Hospitales dependientes del Servicio Salud Osorno, detalle de la oferta en formulario N 7 oferta económica .;1422.0;;200.0;0.0;284400.0
1077241-38-AG22;1;41115800;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores, accesorios y suministros clínicos y de diagnósticos;41115830;Analizadores de glucosa;LANCETAS GLUCOMETRO ACCUCHEK INSTANT / SEGUN DETALLE ADJUNTO;LANCETAS GLUCOMETRO ACCUCHEK INSTANT;400.0;;78.0;0.0;31200.0
1077241-38-AG22;2;41115800;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores, accesorios y suministros clínicos y de diagnósticos;41115830;Analizadores de glucosa;TIRAS GLUCOMETRO ACCUCHEK INSTANT / SEGUN DETALLE ADJUNTO;TIRAS GLUCOMETRO ACCUCHEK INSTANT;400.0;;238.0;0.0;95200.0
1077241-38-AG22;3;41116200;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Suministros y equipos para tratamiento de enfermos;41116201;Monitores o medidores de glucosa;GLUCOMETRO ACCUCHEK INSTANT / SEGUN DETALLE ADJUNTO;GLUCOMETRO ACCUCHEK INSTANT;2.0;;21000.0;0.0;42000.0
1057532-130-AG22;1;50201700;Alimentos, bebidas y tabaco / Bebidas / Café y té;50201706;Café;CAFE ECCO DE 170 GRS;CAFE ECCO DE 170 GRS;240.0;;1420.0;0.0;340800.0
1057532-999-AG22;1;47131600;Equipos y suministros de limpieza / Suministros de limpieza / Escobas, traperos, cepillos y accesorios;47131602;Paños de limpieza absorbente;TRAPERO REUTILIZABLE, DESINFECTANTE CON AROMA PAQUETE 10 UNIDADES;TRAPERO REUTILIZABLE, DESINFECTANTE CON AROMA PAQUETE 10 UNIDADES;250.0;;1758.0;0.0;439500.0
1057532-114-SE22;1;73152100;Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación;73152102;Servicio de reparación de equipo de fabricación;Mantención Correctiva, de monitor de signos vitales Mindray Modelo: VS600, N° Serie: FU-9416124 Perteneciente a COSAM Oriente, Osorno (Reparación en Laboratorio Clínico Hospitalario y VS-600 LCD Pantalla);Cotización N° 261619;1.0;;267123.0;0.0;267123.0
1057532-77-CM22;1;0;;0;ACEITE DE OLIVA CHEF BOTELLA 1 L UNIDAD X REGION;(1436739) ACEITE DE OLIVA CHEF BOTELLA 1 L UNIDAD X REGION;(1436739) ACEITE DE OLIVA CHEF BOTELLA 1 L UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;6.0;;5673.0;0.0;34038.0
1057532-77-CM22;2;0;;0;ARROZ MIRAFLORES GRADO 1  BOLSA 1K UNIDAD X REGION;(1451829) ARROZ MIRAFLORES GRADO 1  BOLSA 1K UNIDAD X REGION;(1451829) ARROZ MIRAFLORES GRADO 1  BOLSA 1K UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;12.0;;1061.0;0.0;12732.0
1057532-77-CM22;3;0;;0;AVENA SELECTA INSTANTANEA CAJA 500 G UNIDAD X REGION;(1433289) AVENA SELECTA INSTANTANEA CAJA 500 G UNIDAD X REGION;(1433289) AVENA SELECTA INSTANTANEA CAJA 500 G UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;18.0;;858.0;0.0;15444.0
1057532-77-CM22;4;0;;0;AZUCAR IANSA BLANCA GRANULADA BOLSA 1K  100 UNIDADES X REGION;(1436094) AZUCAR IANSA BLANCA GRANULADA BOLSA 1K  100 UNIDADES X REGION;(1436094) AZUCAR IANSA BLANCA GRANULADA BOLSA 1K  100 UNIDADES X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;60.0;;839.0;0.0;50340.0
1057532-77-CM22;5;0;;0;CEREAL NESTLE CORN FLAKES CAJA 510 G UNIDAD X REGION;(1447509) CEREAL NESTLE CORN FLAKES CAJA 510 G UNIDAD X REGION;(1447509) CEREAL NESTLE CORN FLAKES CAJA 510 G UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;18.0;;2331.0;0.0;41958.0
1057532-77-CM22;6;0;;0;FRUTA CONSERVA DOS CABALLOS COCKTAIL DE FRUTAS TARRO 590 G UNIDAD X REGION;(1444059) FRUTA CONSERVA DOS CABALLOS COCKTAIL DE FRUTAS TARRO 590 G UNIDAD X REGION;(1444059) FRUTA CONSERVA DOS CABALLOS COCKTAIL DE FRUTAS TARRO 590 G UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;24.0;;1865.0;0.0;44760.0
1057532-77-CM22;7;0;;0;COUS COUS CAROZZI BOLSA 250 G UNIDAD X REGION;(1449549) COUS COUS CAROZZI BOLSA 250 G UNIDAD X REGION;(1449549) COUS COUS CAROZZI BOLSA 250 G UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;24.0;;1029.0;0.0;24696.0
1057532-77-CM22;8;0;;0;FRUTA CONSERVA DOS CABALLOS DURAZNOS EN TROCITOS TARRO 820 G UNIDAD X REGION;(1444134) FRUTA CONSERVA DOS CABALLOS DURAZNOS EN TROCITOS TARRO 820 G UNIDAD X REGION;(1444134) FRUTA CONSERVA DOS CABALLOS DURAZNOS EN TROCITOS TARRO 820 G UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;12.0;;1492.0;0.0;17904.0
1057532-77-CM22;9;0;;0;ESPIRALES CAROZZI BOLSA 1K UNIDAD X REGION;(1449579) ESPIRALES CAROZZI BOLSA 1K UNIDAD X REGION;(1449579) ESPIRALES CAROZZI BOLSA 1K UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;30.0;;1410.0;0.0;42300.0
1057532-77-CM22;10;0;;0;JALEA EN POLVO SIN AZUCAR DAILY FRAMBUESA CAJA 22 G UNIDAD X REGION;(1485714) JALEA EN POLVO SIN AZUCAR DAILY FRAMBUESA CAJA 22 G UNIDAD X REGION;(1485714) JALEA EN POLVO SIN AZUCAR DAILY FRAMBUESA CAJA 22 G UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;72.0;;423.0;0.0;30456.0
1057532-77-CM22;11;0;;0;HARINA INTEGRAL SELECTA BOLSA 1K UNIDAD X REGION;(1433349) HARINA INTEGRAL SELECTA BOLSA 1K UNIDAD X REGION;(1433349) HARINA INTEGRAL SELECTA BOLSA 1K UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;6.0;;1144.0;0.0;6864.0
1057532-77-CM22;12;0;;0;HARINA SIN POLVOS CAROZZI BOLSA 1K UNIDAD X REGION;(1449654) HARINA SIN POLVOS CAROZZI BOLSA 1K UNIDAD X REGION;(1449654) HARINA SIN POLVOS CAROZZI BOLSA 1K UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;30.0;;924.0;0.0;27720.0
1057532-77-CM22;13;0;;0;JUREL CONSERVA AL NATURAL MAR DEL SUR TARRO 425 G UNIDAD X REGION;(1563652) JUREL CONSERVA AL NATURAL MAR DEL SUR TARRO 425 G UNIDAD X REGION;(1563652) JUREL CONSERVA AL NATURAL MAR DEL SUR TARRO 425 G UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;72.0;;1213.0;0.0;87336.0
1057532-77-CM22;14;0;;0;LECHE CONDENSADA LECHE SUR AZUCARADA LATA 397 G UNIDAD X REGION;(1453014) LECHE CONDENSADA LECHE SUR AZUCARADA LATA 397 G UNIDAD X REGION;(1453014) LECHE CONDENSADA LECHE SUR AZUCARADA LATA 397 G UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;18.0;;1207.0;0.0;21726.0
1057532-77-CM22;15;0;;0;LECHE EN POLVO DESCREMADA COLUN INSTANTANEA BOLSA 800 GR UNIDAD X REGION;(1701720) LECHE EN POLVO DESCREMADA COLUN INSTANTANEA BOLSA 800 GR UNIDAD X REGION;(1701720) LECHE EN POLVO DESCREMADA COLUN INSTANTANEA BOLSA 800 GR UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;12.0;;4130.0;0.0;49560.0
1057532-77-CM22;16;0;;0;LECHE EVAPORADA NESTLE IDEAL LATA 400 G UNIDAD X REGION;(1448274) LECHE EVAPORADA NESTLE IDEAL LATA 400 G UNIDAD X REGION;(1448274) LECHE EVAPORADA NESTLE IDEAL LATA 400 G UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;12.0;;1401.0;0.0;16812.0
1057532-77-CM22;17;0;;0;LENTEJA DON RAFA 6 MM BOLSA 1K UNIDAD X REGION;(1655486) LENTEJA DON RAFA 6 MM BOLSA 1K UNIDAD X REGION;(1655486) LENTEJA DON RAFA 6 MM BOLSA 1K UNIDAD X REGION , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;6.0;;1946.0;0.0;11676.0
